"","RINGS","AROMATIC","RNH2","R2NH","R3N","ROPO3","ROH","RCHO","RCOR","RCOOH","RCOOR","ROR","RCCH","RCN","MF","MW","C","Cl","H","N","O","S","F","Br","B","P","I","Si"
"CHEMBL3702854",7,4,0,0,3,0,0,0,0,0,0,2,0,1,"C36H41FN9O3",666.7676432,36,0,41,9,3,0,1,0,0,0,0,0
"CHEMBL3137331",3,3,0,3,0,0,0,0,0,0,0,0,0,0,"C20H21F3N8O3S",510.4927496,20,0,21,8,3,1,3,0,0,0,0,0
"CHEMBL218650",5,3,0,0,2,0,0,0,0,0,0,4,0,0,"C25H25F3N4O6",534.4844096,25,0,25,4,6,0,3,0,0,0,0,0
"CHEMBL1800807",4,3,0,0,1,0,0,0,0,0,1,1,0,0,"C30H25F10NO3",637.508432,30,0,25,1,3,0,10,0,0,0,0,0
"CHEMBL273264",3,3,0,1,0,0,0,0,0,0,1,0,0,0,"C19H19N5O2",349.38646,19,0,19,5,2,0,0,0,0,0,0,0
"CHEMBL4297662",4,4,0,2,1,0,0,0,0,0,0,0,0,0,"C24H24BrClN9O3",601.86286,24,1,24,9,3,0,0,1,0,0,0,0
"CHEMBL3787344",3,3,0,1,3,0,0,0,0,0,0,0,0,0,"C26H33ClN6O2",497.03222,26,1,33,6,2,0,0,0,0,0,0,0
"CHEMBL3889654",5,3,0,1,2,0,1,0,0,0,0,0,0,0,"C21H22F2N6O2",428.4351864,21,0,22,6,2,0,2,0,0,0,0,0
"CHEMBL5095051",2,1,0,0,1,0,1,0,0,0,0,1,0,0,"C17H28NO2",278.40972,17,0,28,1,2,0,0,0,0,0,0,0
"CHEMBL5095062",5,3,0,1,1,0,0,0,0,0,0,2,0,0,"C21H21FN6O3",424.4282432,21,0,21,6,3,0,1,0,0,0,0,0
"CHEMBL1076263",7,2,0,1,1,0,0,0,1,0,0,0,0,0,"C25H25FN4O6S2",560.6176032,25,0,25,4,6,2,1,0,0,0,0,0
"CHEMBL1201772",4,2,0,0,1,0,0,0,1,0,1,0,0,0,"C20H20FNO3S",373.4411032,20,0,20,1,3,1,1,0,0,0,0,0
"CHEMBL4297334",1,1,0,3,0,0,0,0,0,3,0,0,0,0,"C18H20FN4O8",439.3718032,18,0,20,4,8,0,1,0,0,0,0,0
"CHEMBL1201202",5,0,0,0,0,0,6,0,0,2,0,10,0,0,"C31H43N3O49S8",1498.18382,31,0,43,3,49,8,0,0,0,0,0,0
"CHEMBL4753998",4,3,0,1,0,0,0,0,0,0,0,2,0,0,"C19H11ClF3N3O3",421.7571496,19,1,11,3,3,0,3,0,0,0,0,0
"CHEMBL5314428",5,4,0,3,0,0,0,0,0,0,0,2,0,0,"C29H25FN4O5",528.5310032,29,0,25,4,5,0,1,0,0,0,0,0
"CHEMBL4594279",4,3,0,1,1,0,0,0,0,0,0,2,0,0,"C26H30N3O3",432.5347,26,0,30,3,3,0,0,0,0,0,0,0
"CHEMBL490672",5,3,0,0,0,0,1,0,0,0,1,0,0,0,"C29H36N5O3",502.62784,29,0,36,5,3,0,0,0,0,0,0,0
"CHEMBL4650343",5,3,0,2,1,0,0,0,0,0,0,0,0,1,"C22H28N8",404.51132,22,0,28,8,0,0,0,0,0,0,0,0
"CHEMBL1928262",4,3,0,1,1,0,0,0,0,0,0,2,0,0,"C23H34N7O5S",520.62496,23,0,34,7,5,1,0,0,0,0,0,0
"CHEMBL5077961",8,5,0,1,2,0,1,0,0,0,0,1,0,0,"C33H32FN6O3",579.6439832,33,0,32,6,3,0,1,0,0,0,0,0
"CHEMBL4297187",5,4,0,2,0,0,0,0,0,0,0,1,0,0,"C29H30FN4O",469.5731032,29,0,30,4,1,0,1,0,0,0,0,0
"CHEMBL5314592",4,3,0,1,1,0,0,0,0,0,0,0,0,1,"C23H22F5N7O",507.459096,23,0,22,7,1,0,5,0,0,0,0,0
"CHEMBL5314501",4,4,0,20,0,0,0,0,0,6,0,0,0,0,"C100H147N20O24",2013.35678,100,0,147,20,24,0,0,0,0,0,0,0
"CHEMBL3707219",1,1,0,0,0,0,0,0,0,0,2,0,0,0,"C16H21NO6",323.34104,16,0,21,1,6,0,0,0,0,0,0,0
"CHEMBL5314579",9,2,0,1,1,0,1,0,0,0,0,1,0,0,"C30H39N4O3",503.65566,30,0,39,4,3,0,0,0,0,0,0,0
"CHEMBL2110737",2,0,0,0,1,0,3,0,0,0,1,0,0,0,"C12H21NO5",259.29884,12,0,21,1,5,0,0,0,0,0,0,0
"CHEMBL4297269",2,2,0,1,1,0,0,0,0,0,0,0,0,0,"C26H26F6N4O3",556.5000592,26,0,26,4,3,0,6,0,0,0,0,0
"CHEMBL6068014",4,3,0,0,1,0,1,0,0,0,0,2,0,1,"C17H18N4O3",326.34982,17,0,18,4,3,0,0,0,0,0,0,0
"CHEMBL1200944",2,0,0,0,1,0,0,0,0,1,0,0,0,0,"C8H10NO5S",232.2337,8,0,10,1,5,1,0,0,0,0,0,0
"CHEMBL231779",5,3,0,0,2,0,0,0,0,0,0,1,0,0,"C25H25N5O4",459.4971,25,0,25,5,4,0,0,0,0,0,0,0
"CHEMBL2105728",6,4,1,0,2,0,0,0,0,0,0,2,0,0,"C26H30N5O2",444.5487,26,0,30,5,2,0,0,0,0,0,0,0
"CHEMBL3545369",2,2,0,2,0,0,0,0,0,0,0,0,0,0,"C11H13BrFN7O4S",438.2328232,11,0,13,7,4,1,1,1,0,0,0,0
"CHEMBL5095076",5,4,0,0,1,0,0,0,0,0,0,0,0,0,"C20H15F5N6",434.365316,20,0,15,6,0,0,5,0,0,0,0,0
"CHEMBL4298160",5,2,0,1,2,0,0,0,0,0,0,0,0,0,"C18H22F2N7O",390.4103864,18,0,22,7,1,0,2,0,0,0,0,0
"CHEMBL206031",6,3,0,1,0,0,1,0,0,0,1,5,0,0,"C33H41N3O10S2",703.82274,33,0,41,3,10,2,0,0,0,0,0,0
"CHEMBL4582651",5,4,0,2,0,0,0,0,0,0,0,1,0,0,"C27H33FN9O2",534.6084232,27,0,33,9,2,0,1,0,0,0,0,0
"CHEMBL1567",3,2,0,3,1,0,0,0,0,0,0,0,0,0,"C22H28FN4O2",399.4817232,22,0,28,4,2,0,1,0,0,0,0,0
"CHEMBL6068338",3,2,0,0,1,0,0,0,0,0,1,0,0,0,"C16H16ClNO2S",321.82174,16,1,16,1,2,1,0,0,0,0,0,0
"CHEMBL5314593",3,2,0,0,1,0,1,0,0,0,0,0,0,0,"C20H24ClN4O4S",451.94696,20,1,24,4,4,1,0,0,0,0,0,0
"CHEMBL320775",3,3,0,1,0,0,0,0,0,0,0,0,0,0,"C14H12N4OS",284.33628,14,0,12,4,1,1,0,0,0,0,0,0
"CHEMBL4594250",4,4,1,1,0,0,0,0,0,0,1,0,0,0,"C28H28N3O3",454.54022,28,0,28,3,3,0,0,0,0,0,0,0
"CHEMBL4301163",3,3,0,1,0,0,0,0,0,0,0,1,0,1,"C24H16BrCl2FN3O5S",628.2743432,24,2,16,3,5,1,1,1,0,0,0,0
"CHEMBL4298140",4,2,0,2,1,0,0,0,0,0,0,0,0,0,"C17H20N6O2",340.3797,17,0,20,6,2,0,0,0,0,0,0,0
"CHEMBL1735",5,3,0,2,2,0,2,0,0,0,0,0,0,0,"C36H48N5O4",614.79742,36,0,48,5,4,0,0,0,0,0,0,0
"CHEMBL5095230",2,1,1,1,0,0,0,0,1,0,0,1,0,0,"C19H26F3N2O3",387.4165496,19,0,26,2,3,0,3,0,0,0,0,0
"CHEMBL5095106",3,3,0,1,0,0,0,0,0,0,0,2,0,1,"C24H24Cl2N4O4S",535.44276,24,2,24,4,4,1,0,0,0,0,0,0
"CHEMBL288441",4,3,0,1,2,0,0,0,0,0,0,3,0,1,"C26H30Cl2N5O3",531.4541,26,2,30,5,3,0,0,0,0,0,0,0
"CHEMBL5095202",4,4,0,1,1,0,0,0,0,0,0,1,0,0,"C23H26N7O2",432.49824,23,0,26,7,2,0,0,0,0,0,0,0
"CHEMBL5095070",3,2,0,1,1,0,0,0,0,0,0,0,0,0,"C16H17F2N2",275.3163864,16,0,17,2,0,0,2,0,0,0,0,0
"CHEMBL5939817",5,3,0,2,2,0,0,0,0,0,0,2,0,0,"C32H45N4O4",549.7241,32,0,45,4,4,0,0,0,0,0,0,0
"CHEMBL1201740",5,5,0,2,1,0,0,0,0,0,0,0,0,0,"C28H22F3N7O",529.5157896,28,0,22,7,1,0,3,0,0,0,0,0
"CHEMBL5314511",3,2,0,1,1,0,0,0,0,0,0,0,0,0,"C22H26FN3O2",383.4591432,22,0,26,3,2,0,1,0,0,0,0,0
"CHEMBL3989794",3,2,0,1,1,0,0,0,0,1,1,0,0,0,"C31H37N2O6",533.63528,31,0,37,2,6,0,0,0,0,0,0,0
"CHEMBL246600",2,2,0,0,0,0,2,0,0,0,0,4,0,0,"C18H22O6",334.36368,18,0,22,0,6,0,0,0,0,0,0,0
"CHEMBL3900409",3,3,0,2,1,0,0,0,0,0,1,1,0,1,"C23H25N4O4",421.469,23,0,25,4,4,0,0,0,0,0,0,0
"CHEMBL2179105",5,3,0,1,1,0,0,0,0,0,0,1,0,0,"C20H25N7O2",395.4582,20,0,25,7,2,0,0,0,0,0,0,0
"CHEMBL6068013",5,4,0,0,3,0,0,0,0,0,0,0,0,1,"C22H21N7O2",415.44784,22,0,21,7,2,0,0,0,0,0,0,0
"CHEMBL3039517",3,2,0,3,0,0,0,0,0,0,0,2,0,0,"C18H23BrN5O3",437.31092,18,0,23,5,3,0,0,1,0,0,0,0
"CHEMBL266349",3,1,0,2,1,0,0,0,0,1,0,0,0,0,"C22H32N5O4",430.52058,22,0,32,5,4,0,0,0,0,0,0,0
"CHEMBL4130229",4,4,0,0,0,0,0,0,0,0,0,0,2,0,"C27H20ClN3O2",453.9196,27,1,20,3,2,0,0,0,0,0,0,0
"CHEMBL4594438",8,5,0,1,0,0,0,0,0,0,0,0,2,0,"C39H32ClF10N7O5S2",968.282312,39,1,32,7,5,2,10,0,0,0,0,0
"CHEMBL953",1,1,0,0,1,0,2,0,0,0,0,0,0,1,"C14H14N3O5",304.27806,14,0,14,3,5,0,0,0,0,0,0,0
"CHEMBL1801250",6,3,0,1,1,0,0,0,0,0,0,0,0,0,"C20H19FN6O2",394.4022632,20,0,19,6,2,0,1,0,0,0,0,0
"CHEMBL4435170",4,3,0,3,0,0,0,0,0,0,0,1,0,0,"C20H22N8O3",422.44048,20,0,22,8,3,0,0,0,0,0,0,0
"CHEMBL5095421",6,4,0,1,2,0,1,0,0,0,0,3,0,0,"C24H25N7O5",491.4992,24,0,25,7,5,0,0,0,0,0,0,0
"CHEMBL101253",4,4,0,1,0,0,0,0,0,0,0,0,0,0,"C20H15ClN4",346.8129,20,1,15,4,0,0,0,0,0,0,0,0
"CHEMBL589583",3,2,0,1,1,0,0,0,0,1,1,0,0,0,"C26H31N2O5",451.53474,26,0,31,2,5,0,0,0,0,0,0,0
"CHEMBL592374",4,1,0,1,0,0,0,0,0,0,0,0,0,0,"C11H12Cl2N",229.12568,11,2,12,1,0,0,0,0,0,0,0,0
"CHEMBL3707266",5,3,0,2,3,0,0,0,0,0,0,0,0,0,"C23H31N8O",435.54524,23,0,31,8,1,0,0,0,0,0,0,0
"CHEMBL1237",2,1,1,1,1,0,0,0,0,2,0,0,0,0,"C21H31N3O5",405.48794,21,0,31,3,5,0,0,0,0,0,0,0
"CHEMBL2110581",51,30,0,6,21,20,21,0,0,0,0,21,0,0,"C200H238N78O140P20",6593.94356,200,0,238,78,140,0,0,0,0,20,0,0
"CHEMBL779",6,3,0,1,2,0,0,0,0,0,0,2,0,0,"C22H19N3O4",389.40396,22,0,19,3,4,0,0,0,0,0,0,0
"CHEMBL3410450",5,3,1,0,2,0,0,0,0,0,0,0,0,0,"C24H31ClN7O3S",533.06604,24,1,31,7,3,1,0,0,0,0,0,0
"CHEMBL4567446",5,3,0,0,1,0,0,0,1,1,0,1,0,0,"C28H29N4O5",501.55366,28,0,29,4,5,0,0,0,0,0,0,0
"CHEMBL3707348",5,4,0,1,2,0,0,0,0,0,0,0,1,0,"C26H24N7O2",466.51446,26,0,24,7,2,0,0,0,0,0,0,0
"CHEMBL3137315",7,5,0,1,2,0,0,0,0,1,0,0,0,0,"C34H32BrN6O3",652.56028,34,0,32,6,3,0,0,1,0,0,0,0
"CHEMBL511099",4,1,0,1,0,0,0,0,0,0,0,0,0,0,"C12H16N",174.26214,12,0,16,1,0,0,0,0,0,0,0,0
"CHEMBL1200659",2,1,0,1,1,0,0,0,0,1,1,0,0,0,"C20H27N2O5",375.43878,20,0,27,2,5,0,0,0,0,0,0,0
"CHEMBL1200343",2,0,0,1,1,0,0,0,0,1,1,0,0,0,"C19H31N2O5",367.45984,19,0,31,2,5,0,0,0,0,0,0,0
"CHEMBL363392",6,3,0,0,2,0,1,0,0,0,0,1,0,0,"C40H56N3O4S",674.95534,40,0,56,3,4,1,0,0,0,0,0,0
